,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
2977,David Dobkin,49,104,1789892,Comedy,Clay Pigeons ,9494,1795,109,English,Germany,R,8.00E+06,1998,6.6,1.85,515
2978,Anna Boden,163,101,6350058,Comedy,It's Kind of a Funny Story ,106098,2786,150,English,USA,PG-13,8.00E+06,2010,7.2,1.85,20000
2979,Nigel Cole,163,113,1094798,Biography,Made in Dagenham ,11158,7692,73,English,UK,R,7200000,2010,7.2,2.35,0
2980,Anand Tucker,90,92,1071240,Biography,When Did You Last See Your Father? ,3571,15848,34,English,UK,PG-13,8.00E+06,2007,6.9,2.35,429
2981,Steve James,23,106,532190,Biography,Prefontaine ,5673,1610,37,English,USA,PG-13,8.00E+06,1997,6.8,1.66,0
2982,Tomm Moore,118,75,686383,Adventure,The Secret of Kells ,22811,75,71,English,France,Not Rated,6500000,2009,7.7,1.85,11000
2983,John Carney,283,104,16168741,Drama,Begin Again ,99430,517,182,English,USA,R,8.00E+06,2013,7.4,1.85,43000
2984,David Jacobson,74,108,568695,Drama,Down in the Valley ,16617,3921,110,English,USA,R,8.00E+06,2005,6.5,2.35,412
2985,Michael Corrente,41,99,398420,Crime,Brooklyn Rules ,5049,1234,48,English,USA,R,8.00E+06,2007,6.4,2.35,226
2986,Keith Gordon,66,109,336456,Comedy,The Singing Detective ,7116,41645,79,English,USA,R,8.00E+06,2003,5.6,1.85,494
2987,Andrew Currie,140,93,298110,Comedy,Fido ,25055,786,98,English,Canada,R,8.00E+06,2006,6.8,2.35,0
2988,Andrew Wilson,32,99,127144,Comedy,The Wendell Baker Story ,5159,9608,27,English,USA,PG-13,8.00E+06,2005,5.5,2.35,143
2989,Jonathan Lynn,68,98,117190,Action,Wild Target ,29994,11770,86,English,UK,PG-13,8.00E+06,2010,6.9,2.35,0
2990,Marc Schölermann,79,95,108662,Crime,Pathology ,26849,3185,107,English,USA,R,8.00E+06,2008,6,2.35,3000
2991,Robert Moresco,26,107,53481,Crime,10th & Wolf ,5557,2512,34,English,USA,R,8.00E+06,2006,6.4,2.35,294
2992,Thomas Vinterberg,100,102,23106,Comedy,Dear Wendy ,9003,2572,58,English,Italy,Unrated,5.00E+07,2004,6.6,1.66,532
2993,Claudia Llosa,56,97,52961,Drama,Aloft ,2103,326,11,English,Spain,R,8.00E+06,2014,5.3,2.35,675
2994,Katsuhiro Ôtomo,150,124,439162,Action,Akira ,106160,28,430,Japanese,Japan,R,1.10E+09,1988,8.1,1.85,0
2995,Ol Parker,85,90,671240,Comedy,Imagine Me & You ,23023,619,149,English,UK,R,7900000,2005,6.9,2.35,0
2996,David Webb Peoples,21,90,882290,Action,The Blood of Heroes ,4792,1526,43,English,Australia,R,1.00E+07,1989,6.5,1.33,999
2997,Bruce Beresford,61,99,106593296,Comedy,Driving Miss Daisy ,72324,12619,134,English,USA,PG,7500000,1989,7.4,1.85,3000
2998,George Tillman Jr.,34,115,43490057,Comedy,Soul Food ,5275,4737,30,English,USA,R,7500000,1997,6.9,1.85,508
2999,Stanley Tong,62,89,32333860,Action,Rumble in the Bronx ,29843,407,81,Cantonese,Hong Kong,R,7500000,1995,6.7,2.35,0
3000,Jason Reitman,239,92,24792061,Comedy,Thank You for Smoking ,191998,25092,323,English,USA,R,6500000,2005,7.6,2.35,0
3001,Eli Roth,252,94,17544812,Horror,Hostel: Part II ,69989,4707,384,English,USA,R,1.00E+07,2007,5.4,2.35,0
3002,Lone Scherfig,278,100,12574715,Drama,An Education ,112138,4198,237,English,UK,PG-13,4500000,2009,7.3,2.35,12000
3003,Tony Richardson,9,109,5100000,Comedy,The Hotel New Hampshire ,6595,2024,61,English,UK,R,7500000,1984,6,1.85,345
3004,Joe Carnahan,127,105,10460089,Crime,Narc ,34098,1442,214,English,USA,R,7500000,2002,7.2,1.85,1000
3005,Paul Gross,9,102,4239767,Comedy,Men with Brooms ,3709,1834,83,English,Canada,R,7500000,2002,6,1.85,0
3006,Charles Robert Carner,35,97,4131640,Comedy,Witless Protection ,5463,4091,20,English,USA,PG-13,7500000,2008,3.1,1.85,140
3007,Mike Judge,192,92,10814185,Comedy,Extract ,37530,41867,106,English,USA,R,8.00E+06,2009,6.2,1.85,0
3008,Michael Winterbottom,133,93,197148,Drama,Code 46 ,18109,1176,150,English,UK,R,7500000,2003,6.3,2.35,0
3009,Paul Haggis,287,115,54557348,Crime,Crash ,361169,5732,1624,English,Germany,R,6500000,2004,7.9,2.35,18000
3010,Rodrigo García,222,113,3014541,Drama,Albert Nobbs ,19616,4370,98,English,UK,R,8.00E+06,2011,6.7,2.35,0
3011,Vincent Paronnaud,242,89,4443403,Animation,Persepolis ,70194,1754,158,French,France,PG-13,7300000,2007,8,1.85,14000
3012,Nicolas Winding Refn,253,118,1330827,Horror,The Neon Demon ,9866,19879,73,English,France,R,7.00E+06,2016,7,2.35,0
3013,Daniel Barber,224,97,1818681,Action,Harry Brown ,74435,2486,224,English,UK,R,7300000,2009,7.2,2.35,0
3014,Sam Raimi,392,156,336530303,Action,Spider-Man 3 ,383071,46055,1902,English,USA,PG-13,2.58E+08,2007,6.2,2.35,0
3015,Robert Marcarelli,39,100,12610552,Action,The Omega Code ,4682,2428,206,English,USA,PG-13,7500000,1999,3.5,1.37,129
3016,Jason Reitman,387,96,143492840,Comedy,Juno ,414335,28817,881,English,USA,PG-13,7500000,2007,7.5,1.85,10000
3017,Guy Hamilton,120,120,43800000,Action,Diamonds Are Forever ,74249,1105,276,English,UK,GP,7200000,1971,6.7,2.35,0
3018,Francis Ford Coppola,208,175,134821952,Crime,The Godfather ,1155770,28122,2238,English,USA,R,6.00E+06,1972,9.2,1.85,43000
3019,Adrian Lyne,51,95,94900000,Drama,Flashdance ,35172,791,128,English,USA,R,4.00E+06,1983,6.1,1.85,0
3020,Marc Webb,331,95,32391374,Comedy,500 Days of Summer ,376600,54075,494,English,USA,PG-13,7500000,2009,7.7,2.35,40000
3021,Jane Campion,83,121,40158000,Drama,The Piano ,63931,1051,241,English,New Zealand,R,7.00E+06,1993,7.6,1.85,0
3022,Steven Soderbergh,324,110,113709992,Comedy,Magic Mike ,108843,46646,281,English,USA,R,7.00E+06,2012,6.1,2.35,54000
3023,Jonathan Liebesman,140,96,32131483,Horror,Darkness Falls ,25870,2212,369,English,USA,PG-13,1.10E+07,2003,4.9,2.35,2000
3024,Guy Hamilton,136,121,35400000,Action,Live and Let Die ,74957,1865,251,English,UK,PG,7.00E+06,1973,6.8,1.66,0
3025,Jay Russell,79,95,34099640,Drama,My Dog Skip ,16651,2515,149,English,USA,PG,5.00E+06,2000,7,1.37,0
3026,Salim Akil,52,112,37295394,Comedy,Jumping the Broom ,7973,5959,59,English,USA,PG-13,6600000,2011,5.7,1.85,0
3027,Baz Luhrmann,490,143,144812796,Drama,The Great Gatsby ,362933,29769,753,English,Australia,PG-13,1.05E+08,2013,7.3,2.35,115000
3028,George Clooney,351,93,31501218,Biography,"Good Night, and Good Luck. ",84070,22745,526,English,USA,PG,7500000,2005,7.5,1.85,0
3029,Bennett Miller,271,110,28747570,Biography,Capote ,100571,22140,416,English,Canada,R,7.00E+06,2005,7.4,2.35,0
3030,Robert Rodriguez,93,104,25625110,Action,Desperado ,138707,33758,202,English,USA,R,7.00E+06,1995,7.2,1.85,0
3031,Michael Winterbottom,71,115,403932,Drama,The Claim ,5254,17104,92,English,UK,R,2.00E+07,2000,6.5,2.35,141
3032,Michael Anderson,112,119,2.50E+07,Action,Logan's Run ,39847,2951,242,English,USA,PG,9.00E+06,1976,6.8,2.35,0
3033,Guy Hamilton,118,125,2.10E+07,Action,The Man with the Golden Gun ,73950,17611,258,English,UK,PG,1.30E+07,1974,6.8,1.66,2000
3034,Craig R. Baxley,35,96,20257000,Action,Action Jackson ,7569,5282,65,English,USA,R,7.00E+06,1988,5.2,1.85,978
3035,Neil Marshall,342,100,26005908,Adventure,The Descent ,154938,1379,1100,English,UK,R,3500000,2005,7.2,2.35,10000
3036,Matt Bettinelli-Olpin,137,89,15818967,Horror,Devil's Due ,13913,2517,120,English,USA,R,7.00E+06,2014,4,1.85,0
3037,David O. Russell,50,92,14891000,Comedy,Flirting with Disaster ,15088,2240,105,English,USA,R,7.00E+06,1996,6.8,1.85,824
3038,Rob Zombie,261,109,16901126,Crime,The Devil's Rejects ,76267,3544,687,English,USA,R,7.00E+06,2005,6.9,1.85,0
3039,Rick Famuyiwa,180,103,17474107,Comedy,Dope ,56605,1342,89,English,USA,R,7.00E+06,2015,7.3,2.35,23000
3040,Michael Rymer,28,95,14003141,Crime,In Too Deep ,4598,4837,29,English,USA,R,7.00E+06,1999,6.1,2.35,375
3041,Sam Mendes,750,143,304360277,Action,Skyfall ,522048,2039,1498,English,UK,PG-13,2.00E+08,2012,7.8,2.35,80000
3042,Rob Zombie,202,105,12583510,Horror,House of 1000 Corpses ,60709,2444,922,English,USA,R,7.00E+06,2003,6,1.85,0
3043,Ethan Coen,341,106,9190525,Comedy,A Serious Man ,102125,1120,324,English,USA,R,7.00E+06,2009,7,1.85,10000
3044,Aaron Schneider,160,100,9176553,Drama,Get Low ,19147,19330,97,English,USA,PG-13,7500000,2009,7.1,2.35,0
3045,Steve Miner,31,103,9094451,Action,Warlock ,11668,1990,79,English,USA,R,7.00E+06,1989,6.2,1.85,0
3046,Tom Ford,281,99,9166863,Drama,A Single Man ,83182,14816,247,English,USA,R,7.00E+06,2009,7.6,2.35,16000
3047,Martin Scorsese,114,164,8373585,Drama,The Last Temptation of Christ ,39680,1934,308,English,USA,R,7.00E+06,1988,7.6,1.85,0
3048,Michael Corrente,72,96,7292175,Comedy,Outside Providence ,7736,2018,100,English,USA,R,7.00E+06,1999,6.4,1.85,0
3049,Gurinder Chadha,119,122,6601079,Comedy,Bride & Prejudice ,17436,2321,276,English,UK,PG-13,7.00E+06,2004,6.2,2.35,0
3050,Phillip Noyce,74,94,6165429,Adventure,Rabbit-Proof Fence ,23486,312,249,Aboriginal,Australia,PG,6.00E+06,2002,7.5,2.35,0
3051,Don Michael Paul,25,93,5694308,Comedy,Who's Your Caddy? ,13815,3128,46,English,USA,PG-13,7.00E+06,2007,2,1.85,446
3052,Tony Maylam,39,96,5430822,Action,Split Second ,8391,493,75,English,UK,R,7.00E+06,1992,6.2,1.85,0
3053,Mitch Davis,27,113,4720371,Adventure,The Other Side of Heaven ,3203,11116,85,English,USA,PG,7.00E+06,2001,6.5,1.85,650
3054,David Mamet,158,99,2344847,Drama,Redbelt ,18561,2158,119,English,USA,R,7.00E+06,2008,6.8,2.35,0
3055,Jay Duplass,223,91,7455447,Comedy,Cyrus ,29967,1136,126,English,USA,R,7.00E+06,2010,6.3,1.85,0
3056,Kevin Brodie,25,100,2148212,Drama,A Dog of Flanders ,781,1906,20,English,USA,PG,7.00E+06,1999,6.3,1.85,157
3057,Paul Schrader,97,105,2062066,Biography,Auto Focus ,11387,2684,147,English,USA,R,7.00E+06,2002,6.6,1.85,357
3058,George Hickenlooper,117,99,1654367,Biography,Factory Girl ,18355,6526,106,English,USA,R,7.00E+06,2006,6.4,1.85,3000
3059,Lynne Ramsay,389,112,1738692,Drama,We Need to Talk About Kevin ,95529,3547,301,English,UK,R,7.00E+06,2011,7.5,2.35,38000
3060,Tim Chambers,34,99,1889522,Drama,The Mighty Macs ,1119,2589,12,English,USA,G,7.00E+06,2009,6.5,2.35,797
3061,Rodrigo García,161,125,1110286,Drama,Mother and Child ,9727,8876,65,English,USA,R,4825000,2009,7.2,2.35,0
3062,Dick Richards,6,107,1.00E+06,Adventure,March or Die ,2215,2209,26,English,UK,PG,9.00E+06,1977,6.3,1.85,122
3063,Jean-Marie Poiré,16,107,7.00E+05,Comedy,Les visiteurs ,24438,215,78,French,France,R,5.00E+07,1993,7,2.35,0
3064,Sofia Coppola,301,97,1768416,Comedy,Somewhere ,35848,684,198,English,USA,R,7.00E+06,2010,6.3,1.85,0
3065,Alex Zamm,12,95,306715,Comedy,Chairman of the Board ,5143,5213,62,English,USA,PG-13,1.00E+07,1998,2.3,1.85,724
3066,Spencer Susser,134,106,382946,Drama,Hesher ,43965,44969,99,English,USA,R,7.00E+06,2010,7.1,2.35,19000
3067,Gus Van Sant,103,103,236266,Adventure,Gerry ,15104,13000,290,English,USA,R,3500000,2002,6.2,2.35,0
3068,Thaddeus O'Sullivan,39,96,196067,Drama,The Heart of Me ,1966,1251,25,English,UK,R,7.00E+06,2002,6.7,1.85,97
3069,Peter Sollett,133,103,532988,Biography,Freeheld ,5863,9660,25,English,USA,PG-13,7.00E+06,2015,6.5,1.85,0
3070,Shari Springer Berman,104,108,453079,Comedy,The Extra Man ,4124,2029,29,English,USA,R,7.00E+06,2010,5.9,2.35,916
3071,Stephen Milburn Anderson,27,118,46451,Comedy,Ca$h ,7663,27756,38,English,USA,R,7.00E+06,2010,6,1.85,694
3072,Richard E. Grant,49,97,233103,Drama,Wah-Wah ,2670,2544,50,English,UK,R,7.00E+06,2005,6.9,2.35,311
3073,Clint Eastwood,38,115,41400000,Western,Pale Rider ,39451,17209,138,English,USA,R,6900000,1985,7.3,2.35,0
3074,Richard Linklater,152,102,7993039,Comedy,Dazed and Confused ,120036,18643,408,English,USA,R,6900000,1993,7.7,1.85,10000
3075,Arie Posin,74,108,49526,Comedy,The Chumscrubber ,16299,2119,129,English,USA,R,6800000,2005,7,2.35,1000
3076,Damian Nieman,25,101,10696,Crime,Shade ,10771,490,65,English,USA,R,6800000,2003,6.4,2.35,413
3077,Mark Tonderai,224,101,31607598,Drama,House at the End of the Street ,58366,35717,160,English,Canada,PG-13,6900000,2012,5.6,2.35,10000
3078,Denis Villeneuve,226,139,6857096,Drama,Incendies ,80429,343,156,French,Canada,R,6800000,2010,8.2,1.85,37000
3079,Gabriele Muccino,36,125,223878,Comedy,"Remember Me, My Love ",3548,132,21,Italian,Italy,R,5.00E+06,2003,6.5,2.35,282
3080,José Padilha,142,115,8060,Action,Elite Squad ,81644,666,107,Portuguese,Brazil,R,4.00E+06,2007,8.1,1.85,11000
3081,John R. Leonetti,271,99,84263837,Horror,Annabelle ,81699,2323,291,English,USA,R,6500000,2014,5.4,2.35,45000
3082,Rachel Perkins,33,88,110029,Comedy,Bran Nue Dae ,1388,225,31,English,Australia,PG-13,6500000,2009,6.3,2.35,479
3083,John Singleton,64,112,57504069,Crime,Boyz n the Hood ,94139,106,183,English,USA,R,6.00E+06,1991,7.8,1.85,0
3084,Luis Valdez,18,108,54215416,Biography,La Bamba ,21409,936,63,English,USA,PG-13,6500000,1987,6.8,1.85,0
3085,Brian De Palma,121,104,31899000,Mystery,Dressed to Kill ,23986,2442,201,English,USA,X,6500000,1980,7.1,2.35,0
3086,Stephen Sommers,14,108,24103594,Adventure,The Adventures of Huck Finn ,6384,4840,54,English,USA,PG,6500000,1993,6.2,1.85,391
3087,Doug Liman,137,102,16842303,Comedy,Go ,59474,2475,418,English,USA,R,6500000,1999,7.3,2.35,0
3088,Nicole Holofcener,111,88,13367101,Comedy,Friends with Money ,19715,1140,166,English,USA,R,6500000,2006,5.9,2.35,515
3089,Louis Morneau,97,91,10149779,Horror,Bats ,8294,1405,160,English,USA,PG-13,6500000,1999,3.6,2.35,342
3090,Caroline Link,73,141,6173485,Biography,Nowhere in Africa ,10672,105,84,English,Germany,R,7.00E+06,2001,7.7,2.35,802
3091,Steve McQueen,486,101,4000304,Drama,Shame ,145395,15230,375,English,UK,NC-17,6500000,2011,7.3,2.35,23000
3092,Matthew Vaughn,149,105,2338695,Crime,Layer Cake ,134070,29277,263,English,UK,R,4.00E+06,2004,7.4,2.35,0
3093,Sterling Van Wagenen,4,100,2024854,Drama,The Work and the Glory II: American Zion ,564,1942,21,English,USA,PG-13,6500000,2005,6.6,2.35,19
3094,Zal Batmanglij,200,116,2268296,Drama,The East ,41856,13180,119,English,UK,PG-13,6500000,2013,6.9,2.35,12000
3095,Michael Mayer,84,97,1029017,Drama,A Home at the End of the World ,12049,21107,135,English,USA,R,6500000,2004,6.8,2.35,1000
3096,Oren Moverman,217,105,66637,Drama,The Messenger ,29608,14462,92,English,USA,R,6500000,2009,7.2,2.35,0
3097,Anton Corbijn,183,122,871577,Biography,Control ,51353,2614,143,English,UK,R,4500000,2007,7.7,2.35,13000
3098,James Cameron,204,107,38400000,Action,The Terminator ,600266,3582,692,English,UK,R,6500000,1984,8.1,1.85,13000
3099,Wolfgang Becker,153,121,4063859,Drama,Good Bye Lenin! ,114407,200,225,German,Germany,R,4800000,2003,7.7,1.85,11000
3100,Tom Hooper,145,98,449558,Biography,The Damned United ,32307,1163,75,English,UK,R,1.00E+07,2009,7.6,1.85,0
3101,Kevin Smith,93,123,2122561,Comedy,Mallrats ,99033,3254,434,English,USA,R,6.00E+06,1995,7.2,1.85,0
3102,Randal Kleiser,124,110,181360000,Musical,Grease ,170027,5127,350,English,USA,PG-13,6.00E+06,1978,7.2,2.35,13000
3103,Oliver Stone,120,120,137963328,Drama,Platoon ,291603,42028,505,English,UK,R,6.00E+06,1986,8.1,1.85,9000
3104,Michael Moore,288,122,119078393,Documentary,Fahrenheit 9/11 ,113152,1448,1416,English,USA,R,6.00E+06,2004,7.5,1.85,0
3105,George Roy Hill,130,110,102308900,Biography,Butch Cassidy and the Sundance Kid ,152089,2169,309,English,USA,M,6.00E+06,1969,8.1,2.35,0
3106,Robert Stevenson,145,139,102300000,Comedy,Mary Poppins ,107408,2045,259,English,USA,Approved,6.00E+06,1964,7.8,1.66,0
3107,Robert Redford,62,124,54800000,Drama,Ordinary People ,35130,5122,283,English,USA,R,6.00E+06,1980,7.8,1.85,0
3108,Frank Coraci,188,120,24004159,Action,Around the World in 80 Days ,68722,3175,191,English,USA,PG,1.10E+08,2004,5.8,2.35,0
3109,Jerome Robbins,120,152,43650000,Crime,West Side Story ,71919,1802,316,English,USA,Unrated,6.00E+06,1961,7.6,2.2,0
3110,Harold Ramis,71,98,39800000,Comedy,Caddyshack ,81599,14921,250,English,USA,R,6.00E+06,1980,7.4,1.85,0
3111,Gary Hardwick,52,106,27457409,Comedy,The Brothers ,3198,6419,43,English,USA,R,6.00E+06,2001,6.3,1.85,478
3112,Rick Famuyiwa,18,106,25047631,Comedy,The Wood ,6585,2724,50,English,USA,R,6.00E+06,1999,6.9,1.85,990
3113,Bryan Singer,162,106,23272306,Crime,The Usual Suspects ,740918,20821,1182,English,USA,R,6.00E+06,1995,8.6,2.35,28000
3114,Stephen Hopkins,88,89,22168359,Fantasy,A Nightmare on Elm Street 5: The Dream Child ,29659,584,227,English,USA,X,8.00E+06,1989,5.1,1.85,1000
3115,Walt Becker,96,94,21005329,Comedy,Van Wilder: Party Liaison ,89128,19341,258,English,Germany,R,6.00E+06,2002,6.4,1.85,0
3116,Darren Aronofsky,391,109,26236603,Drama,The Wrestler ,251349,1582,547,English,USA,R,6.00E+06,2008,7.9,2.35,10000
3117,King Vidor,32,144,20400000,Drama,Duel in the Sun ,6304,2037,87,English,USA,Unrated,8.00E+06,1946,6.9,1.37,403
3118,Christopher Guest,119,90,18621249,Comedy,Best in Show ,45859,4611,340,English,USA,PG-13,6.00E+06,2000,7.5,1.85,0
3119,John Carpenter,201,106,25244700,Action,Escape from New York ,91017,2270,284,English,UK,R,6.00E+06,1981,7.2,2.35,0
3120,Spike Lee,22,121,14545844,Comedy,School Daze ,4756,1284,38,English,USA,R,6500000,1988,5.8,1.85,624
3121,Fred Savage,52,89,13235267,Comedy,Daddy Day Camp ,12339,1752,32,English,USA,PG,6.00E+06,2007,2.9,1.85,256
3122,Donald Petrie,34,104,12793213,Comedy,Mystic Pizza ,18286,10430,73,English,USA,R,6.00E+06,1988,6.2,1.85,0
3123,Peter Howitt,88,99,11883495,Comedy,Sliding Doors ,52805,1462,278,English,UK,R,9.00E+06,1998,6.8,1.85,0
3124,Rusty Cundieff,25,98,11797927,Comedy,Tales from the Hood ,4582,3221,52,English,USA,R,6.00E+06,1995,6.1,1.85,985
3125,Kevin Macdonald,252,121,17605861,Biography,The Last King of Scotland ,145580,1184,351,English,UK,R,6.00E+06,2006,7.7,2.35,0
3126,Dominique Othenin-Girard,137,96,11642254,Horror,Halloween 5 ,22929,1308,287,English,USA,X,3.00E+06,1989,5.2,1.85,926
3127,Richard Linklater,231,99,9203192,Comedy,Bernie ,45396,11328,136,English,USA,PG-13,5.00E+06,2011,6.8,1.85,15000
3128,Ed Harris,115,122,8596914,Biography,Pollock ,23023,1517,148,English,USA,R,6.00E+06,2000,7,1.85,0
3129,Risa Bramon Garcia,67,101,6851636,Comedy,200 Cigarettes ,13010,2697,182,English,USA,R,6.00E+06,1999,5.9,1.85,0
3130,Brian Klugman,216,102,11434867,Drama,The Words ,59637,51355,130,English,USA,PG-13,6.00E+06,2012,7.1,1.85,21000
3131,Matt Piedmont,133,84,5895238,Comedy,Casa de mi Padre ,17169,10123,70,Spanish,USA,R,6.00E+06,2012,5.5,2.35,9000
3132,Raymond De Felitta,149,104,6670712,Comedy,City Island ,27301,3825,101,English,USA,PG-13,6.00E+06,2009,7.4,1.85,0
3133,John Michael McDonagh,261,96,5359774,Comedy,The Guard ,64794,3569,131,English,Ireland,R,6.00E+06,2011,7.3,2.35,17000
3134,Deb Hagan,42,94,4693919,Comedy,College ,11011,4484,78,English,USA,R,6500000,2008,4.6,1.85,422
3135,Sofia Coppola,152,90,4859475,Drama,The Virgin Suicides ,116910,7103,520,English,USA,R,6.00E+06,1999,7.2,1.85,0
3136,Zach Cregger,76,90,4542775,Comedy,Miss March ,18313,1831,73,English,USA,R,6.00E+06,2009,5.1,1.85,985
3137,Zach Braff,149,106,3588432,Comedy,Wish I Was Here ,29341,18947,93,English,USA,R,6.00E+06,2014,6.7,2.35,0
3138,Mark Tarlov,35,96,4394936,Comedy,Simply Irresistible ,11439,5668,190,English,Germany,PG-13,6.00E+06,1999,5.3,2.35,901
3139,John Cameron Mitchell,108,95,3029081,Comedy,Hedwig and the Angry Inch ,26300,993,231,English,USA,R,6.00E+06,2001,7.8,1.85,0
3140,Sheldon Lettich,17,99,3273588,Action,Only the Strong ,4195,382,50,English,USA,PG-13,6.00E+06,1993,6.7,1.85,0
3141,Billy Ray,129,99,2207975,Drama,Shattered Glass ,28855,8297,190,English,USA,PG-13,6.00E+06,2003,7.2,2.35,0
3142,David Atkins,84,95,2025238,Comedy,Novocaine ,9589,489,105,English,USA,R,6.00E+06,2001,5.8,1.85,289
3143,Jonathan Levine,147,99,2077046,Comedy,The Wackness ,27266,2748,75,English,USA,R,6.00E+06,2008,7,2.35,0
3144,Sylvio Tabet,17,107,869325,Action,Beastmaster 2: Through the Portal of Time ,2281,2000,16,English,USA,PG-13,6.00E+06,1991,3.8,1.85,125
3145,Rick Bieber,16,90,399611,Biography,The 5th Quarter ,1245,2370,29,English,USA,PG,6.00E+06,2010,5.7,1.85,0
3146,Shana Feste,63,96,115862,Drama,The Greatest ,7394,2163,50,English,USA,R,6.00E+06,2009,6.7,2.35,0
3147,Wayne Wang,56,104,1346503,Drama,Snow Flower and the Secret Fan ,3024,2430,22,English,China,PG-13,6.00E+06,2011,6.1,2.35,0
3148,Joey Lauren Adams,36,97,117560,Drama,Come Early Morning ,2330,1081,29,English,USA,R,6.00E+06,2006,6.2,1.85,224
3149,Peter Cattaneo,47,107,54606,Comedy,Lucky Break ,1940,2440,34,English,UK,PG-13,6.00E+06,2001,6.2,2.35,30
3150,S.R. Bindler,26,85,36497,Comedy,"Surfer, Dude ",7367,14599,37,English,USA,R,6.00E+06,2008,4.7,1.85,850
3151,Stefan Ruzowitzky,162,95,65804,Crime,Deadfall ,32512,27575,86,English,USA,R,1.20E+07,2012,6.3,2.35,0
3152,Cédric Klapisch,88,111,3895664,Comedy,L'auberge espagnole ,34383,1858,149,French,France,R,5300000,2002,7.3,1.85,0
3153,Barbet Schroeder,136,115,31874869,Crime,Murder by Numbers ,43575,34605,302,English,USA,R,5.00E+07,2002,6.1,1.85,0
3154,Martin Koolhoven,111,103,542860,Drama,Winter in Wartime ,9230,219,37,Dutch,Netherlands,R,4.00E+06,2008,7.1,2.35,0
3155,Prachya Pinkaew,112,111,11905519,Action,The Protector ,30210,2205,214,Thai,Thailand,R,2.00E+08,2005,7.1,1.85,0
3156,Gurinder Chadha,161,112,32541719,Comedy,Bend It Like Beckham ,89806,2201,438,English,UK,PG-13,3500159,2002,6.7,1.85,0
3157,John Sayles,68,141,3064356,Drama,Sunshine State ,3433,2584,81,English,USA,PG-13,5600000,2002,6.9,1.85,160
3158,Preston A. Whitmore II,25,95,7009668,Action,Crossover ,8707,2000,36,English,USA,PG-13,5600000,2006,2.1,1.85,244
3159,Jaume Balagueró,222,85,27024,Horror,[Rec] 2 ,55597,73,148,Spanish,Spain,R,5600000,2009,6.6,1.85,4000
3160,George Roy Hill,119,129,159600000,Comedy,The Sting ,175607,2387,252,English,USA,PG,5500000,1973,8.3,1.85,0
3161,Hugh Hudson,90,125,58800000,Biography,Chariots of Fire ,40511,1651,213,English,UK,PG,5500000,1981,7.2,1.85,0
3162,Darren Grant,62,116,50382128,Comedy,Diary of a Mad Black Woman ,10472,2723,202,English,USA,PG-13,5500000,2005,5.6,1.85,0
3163,Scott Hicks,71,105,35811509,Biography,Shine ,43013,888,104,English,Australia,PG-13,5500000,1996,7.7,1.85,0
3164,Joseph Gordon-Levitt,364,90,24475193,Comedy,Don Jon ,190494,44265,314,English,USA,R,3.00E+06,2013,6.6,2.35,33000
3165,Terry Zwigoff,122,111,6200756,Comedy,Ghost World ,96129,34106,488,English,USA,R,7.00E+06,2001,7.4,1.85,5000
3166,Richard Eyre,100,91,1292119,Biography,Iris ,14786,16768,144,English,UK,R,5500000,2001,7.1,1.85,0
3167,Christophe Barratier,112,97,3629758,Drama,The Chorus ,44151,745,110,French,France,PG-13,5500000,2004,7.9,2.35,0
3168,Émile Gaudreault,67,92,6239558,Comedy,Mambo Italiano ,5548,1033,67,English,Canada,R,5.00E+06,2003,6.7,1.85,352
3169,James Cox,91,104,1056102,Crime,Wonderland ,18792,1315,153,English,USA,R,5.00E+06,2003,6.6,1.85,1000
3170,Spike Lee,103,120,27545445,Drama,Do the Right Thing ,59524,2892,418,English,USA,R,6500000,1989,7.9,1.85,0
3171,James Toback,27,99,56007,Comedy,Harvard Man ,3754,6776,69,English,USA,R,5500000,2001,4.9,2.35,113
3172,Aki Kaurismäki,205,93,611709,Comedy,Le Havre ,15267,391,41,French,Finland,Not Rated,3850000,2011,7.2,1.85,0
3173,Hitoshi Matsumoto,72,99,22770,Comedy,R100 ,1658,81,12,Japanese,Japan,Unrated,5500000,2013,6.1,1.85,543
3174,George Ratliff,48,96,27445,Action,Salvation Boulevard ,3788,561,31,English,USA,R,9.00E+06,2011,5.3,1.85,1000
3175,David Wain,65,96,766487,Comedy,The Ten ,15315,4883,117,English,USA,R,5250000,2007,5,1.85,915
3176,Morten Tyldum,284,100,1196752,Crime,Headhunters ,79353,385,121,Norwegian,Norway,R,30300000,2011,7.6,2.39,23000
3177,Michael McGowan,47,98,795126,Comedy,Saint Ralph ,4976,955,52,English,Canada,PG-13,6.00E+06,2004,7.6,1.85,989
3178,James Wan,318,106,83574831,Fantasy,Insidious: Chapter 2 ,109214,2975,269,English,USA,PG-13,5.00E+06,2013,6.6,2.35,35000
3179,Darren Lynn Bousman,250,95,87025093,Horror,Saw II ,188679,4134,864,English,USA,R,4.00E+06,2005,6.6,1.85,0
3180,Dan Trachtenberg,411,104,71897215,Drama,10 Cloverfield Lane ,126893,14504,440,English,USA,PG-13,1.50E+07,2016,7.3,2.35,33000
